CELL_ID,IntakeID,Year,Class,ClassOrder,Infection,InfectionType,x,y,PC_Urban,3_zones,PC_Natural
166013,20073744,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.54177589,43.74914332,-0.072646263,2,-0.271125385
166013,20075325,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.54177252,43.74914051,-0.072646263,2,-0.271125385
166013,20075416,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.54177556,43.74913941,-0.072646263,2,-0.235237178
170799,20071315,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38299625,43.79700219,-0.021766393,2,0.301482316
169447,20070747,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.23174973,43.77642968,-0.006763546,2,0.301482316
169447,20070748,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.23175024,43.77642844,-0.006763546,2,-0.036361713
169447,20071037,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.23171256,43.77646266,-0.006763546,2,0.068486408
169447,20071511,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.23171551,43.77646075,-0.006763546,2,-0.197756075
169447,20071509,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.23171192,43.77646255,-0.006763546,2,-0.532404941
169447,20071510,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.23171565,43.77646409,-0.006763546,2,-0.532404941
158518,20072513,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.46319672,43.6461384,-0.003185063,2,-0.253042813
164665,20072877,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.33878967,43.72061022,0.049753726,3,-0.598451887
157147,20070305,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.54467126,43.63215006,0.065793049,3,-0.598451887
157147,20075269,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.54985836,43.63028833,0.065793049,3,-0.4666505
171477,20072301,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.42444111,43.81611363,0.084397493,3,-0.4666505
166017,20075628,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.48630435,43.74480209,0.084566996,3,-0.4666505
166017,20075627,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.48630054,43.74480396,0.084566996,3,-0.015313534
166017,20075630,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.48630158,43.74480376,0.084566996,3,-0.117417984
163979,20075258,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.39014314,43.70842894,0.093935819,3,-0.117417984
167391,20074608,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.35998588,43.75301217,0.0946435,3,-0.117417984
162605,20073600,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.51034628,43.6980008,0.098979312,3,-0.117417984
162605,20074842,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.51207634,43.7010937,0.098979312,3,-0.117417984
154415,20072612,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.60496094,43.5981518,0.101785964,3,-0.117417984
154415,20072611,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.60496217,43.5981505,0.101785964,3,-0.47604051
170118,20070174,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.36800748,43.78997749,0.101799183,3,0.033324143
165355,20075225,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.24038779,43.71833827,0.110827968,3,-0.444965128
165327,20073388,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.58217723,43.74328681,0.132350677,3,-0.444965128
165327,20075692,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.58201073,43.74322908,0.132350677,3,-0.444965128
164644,20075391,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.60359292,43.73396678,0.137526014,3,-0.444965128
165354,20074506,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.25397829,43.72486509,0.138258987,3,-0.444965128
165354,20075090,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.25397882,43.72486405,0.138258987,3,-0.444965128
158512,20070167,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.53434519,43.64269583,0.155419369,3,-0.444965128
164660,20070075,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.4021918,43.72510884,0.155486706,3,-0.444965128
164672,20075567,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.24823234,43.7112479,0.169851119,3,-0.444965128
160539,20072816,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.76665506,43.68334464,0.187899645,3,-0.444965128
158521,20074901,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.42049798,43.63829741,0.190836441,3,-0.444965128
158521,20074902,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.42050593,43.63830615,0.190836441,3,0.301482316
161252,20073402,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38774263,43.67267279,0.195842044,3,0.15333217
160565,20075435,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.44645658,43.66670775,0.198209988,3,-0.493106914
160565,20075434,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.44645895,43.66670819,0.198209988,3,-0.086183045
168756,20071562,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34709089,43.77502487,0.200042157,3,-0.479946886
162606,20074009,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.50385048,43.70295386,0.201031713,3,-0.544342194
162620,20075228,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.32654144,43.69060522,0.218670796,4,-0.037576301
163297,20073774,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.39775272,43.7047002,0.220895745,4,-0.567355068
163297,20075388,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.39775017,43.70470073,0.220895745,4,0.301482316
163297,20075537,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38850633,43.70431852,0.220895745,4,0.301482316
163297,20075558,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.39775407,43.70469788,0.220895745,4,-0.5038178
163297,20075619,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.39773846,43.70471457,0.220895745,4,-0.5038178
163297,20075618,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.39774559,43.70470684,0.220895745,4,-0.235302628
163297,20075617,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.39774829,43.7047152,0.220895745,4,-0.513569108
159198,20070076,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.47972472,43.65040416,0.222037862,4,-0.315064921
158520,20073989,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.43542547,43.64085043,0.225475766,4,-0.315064921
159891,20075589,2007,Avian,Pigeons and Doves,Salmonella,Bacterial,-79.34889777,43.65670836,0.232278382,4,-0.315064921
159891,20075590,2007,Avian,Pigeons and Doves,Salmonella,Bacterial,-79.34889434,43.65671079,0.232278382,4,-0.315064921
162622,20075709,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.31272287,43.6856901,0.239112253,4,-0.315064921
162619,20070353,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34166582,43.6911405,0.240875921,4,-0.606377977
162619,20070416,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34166397,43.69114015,0.240875921,4,-0.606377977
162619,20070479,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34166623,43.69114119,0.240875921,4,0.13180155
162619,20070726,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34166515,43.69113978,0.240875921,4,0.05327251
162619,20073513,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34166002,43.69114518,0.240875921,4,-0.02362579
162619,20075354,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34165553,43.69114601,0.240875921,4,0.000353187
162619,20075494,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34880129,43.68940474,0.240875921,4,-0.075353729
162619,20075548,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34165979,43.69115359,0.240875921,4,-0.290891342
162619,20075600,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34534089,43.69009324,0.240875921,4,-0.094510758
162619,20075713,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.34165507,43.69115742,0.240875921,4,-0.094510758
159880,20075183,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.48444199,43.66107164,0.245385391,4,-0.484754273
159207,20075487,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.37789359,43.64916619,0.248503944,4,-0.394998677
158522,20070278,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.41501405,43.64141576,0.248609889,4,-0.122387207
160568,20075679,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.40378484,43.6666797,0.267784383,4,-0.122387207
160567,20073130,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.42017633,43.66811634,0.27879632,4,-0.568052978
159888,20070004,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38208888,43.6593454,0.279940758,4,-0.568052978
159888,20070536,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38318379,43.65322678,0.279940758,4,-0.568052978
159888,20070594,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38398957,43.65562984,0.279940758,4,-0.568052978
159888,20070592,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38398543,43.65562889,0.279940758,4,-0.568052978
159888,20070593,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38398879,43.6556301,0.279940758,4,-0.568052978
159888,20072703,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.37943783,43.65598919,0.279940758,4,-0.568052978
159888,20073861,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.37994633,43.65408126,0.279940758,4,-0.568052978
159888,20074928,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.37994322,43.65407622,0.279940758,4,-0.568052978
159888,20075161,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38317263,43.65324157,0.279940758,4,-0.568052978
159888,20075518,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.37943358,43.65599592,0.279940758,4,-0.568052978
159888,20075585,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.38372163,43.65573187,0.279940758,4,-0.568052978
168070,20070081,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.3983407,43.76430125,0.285235837,4,-0.439801907
159203,20075350,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.42268694,43.65440326,0.308912374,4,-0.439801907
158523,20073754,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.40265167,43.64390765,0.334416358,4,-0.439801907
158519,20070623,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.44699483,43.64104139,0.338680394,4,0.161611471
158519,20074479,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.44767362,43.64280141,0.338680394,4,0.161611471
158509,20070750,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.57245623,43.65298035,0.344817044,4,-0.029033274
164654,20072745,2007,Avian,Pigeons and Doves,Nosocomial yeast,Bacterial,-79.48213167,43.72668681,0.422748899,4,-0.029033274
177631,20074453,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.22295522,43.88052111,-0.681639912,1,-0.029033274
177609,20075358,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.49614218,43.89739962,-0.529859375,1,-0.029033274
147593,20070093,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.62981576,43.51105039,-0.17886273,1,-0.197727433
153737,20074782,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.55089503,43.58438099,-0.153959948,2,-0.072169193
136671,20073820,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.77020777,43.36750214,-0.135671973,2,-0.189117537
166694,20073197,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.54240013,43.75210772,-0.101825028,2,-0.189117537
166694,20073724,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.54239742,43.75210669,-0.101825028,2,-0.324954383
166694,20073854,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.5423956,43.7521004,-0.101825028,2,0.026752681
166694,20075287,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.54239248,43.75210729,-0.101825028,2,-0.378791005
166694,20075470,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.54239279,43.75210645,-0.101825028,2,-0.48077128
166694,20075575,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.54239511,43.75210437,-0.101825028,2,-0.48077128
166694,20075636,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.54238303,43.75211336,-0.101825028,2,-0.254914475
166694,20075715,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.5423814,43.75211691,-0.101825028,2,-0.042409405
166694,20075717,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.54238814,43.752111,-0.101825028,2,-0.042409405
166696,20072339,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.51777558,43.75722685,0.0410652,2,-0.042409405
166696,20074796,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.51776618,43.75722973,0.0410652,2,-0.042409405
166696,20075464,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.51776362,43.75723547,0.0410652,2,0.181670573
167380,20074427,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.50005549,43.76103373,0.060390985,3,-0.173882441
157147,20075269,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.54985836,43.63028833,0.065793049,3,-0.1293353
166017,20075353,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.48631143,43.74478935,0.084566996,3,-0.601647735
159200,20073977,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.45995725,43.6546951,0.086510947,3,-0.282689816
174231,20075294,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.0986953,43.82873043,0.087953629,3,-0.282689816
167391,20074608,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.35998588,43.75301217,0.0946435,3,-0.282689816
166029,20074389,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34204037,43.73233154,0.104185894,3,-0.282689816
155779,20074156,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.59511963,43.61629088,0.107397959,3,-0.282689816
170108,20075564,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.49950445,43.8003785,0.126750374,3,-0.282689816
165354,20075090,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.25397882,43.72486405,0.138258987,3,-0.282689816
163953,20074607,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.71746328,43.72458997,0.151512427,3,-0.282689816
161244,20075691,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.47671438,43.68163002,0.160243847,3,-0.282689816
160569,20073996,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.39237666,43.66458355,0.163519051,3,-0.363845861
160569,20075385,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.39411726,43.66871982,0.163519051,3,0.083714861
160555,20071789,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.56312563,43.67455657,0.167112953,3,0.083714861
158521,20074902,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.42050593,43.63830615,0.190836441,3,0.083714861
158521,20074901,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.42049798,43.63829741,0.190836441,3,-0.384057575
161938,20075568,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.32682936,43.67955765,0.19114726,3,-0.384057575
163296,20073160,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.39831297,43.70676125,0.194137914,3,-0.003519587
161252,20072803,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.3806229,43.67622125,0.195842044,3,-0.438140547
160565,20075434,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.44645895,43.66670819,0.198209988,3,0.093032968
160565,20075435,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.44645658,43.66670775,0.198209988,3,0.093032968
159195,20073873,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.51748209,43.65783379,0.207504586,4,0.301482316
163297,20075558,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.39775407,43.70469788,0.220895745,4,0.301482316
163297,20075618,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.39774559,43.70470684,0.220895745,4,0.301482316
159198,20070427,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.47972516,43.65040591,0.222037862,4,0.301482316
158520,20073989,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.43542547,43.64085043,0.225475766,4,0.301482316
158520,20075490,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.43660101,43.64059806,0.225475766,4,0.301482316
159891,20075272,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34979993,43.65887845,0.232278382,4,0.301482316
159891,20075408,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34979952,43.65888184,0.232278382,4,-0.430424982
162619,20072808,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34166337,43.69114261,0.240875921,4,-0.430424982
162619,20073062,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34166046,43.6911494,0.240875921,4,-0.430424982
162619,20074536,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34165678,43.69114343,0.240875921,4,-0.27369708
162619,20074596,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34535644,43.69008629,0.240875921,4,-0.384699295
162619,20074785,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34166104,43.69114675,0.240875921,4,-0.384699295
162619,20074951,2007,Avian,Pigeons and Doves,Mites,Ectoparasitic,-79.34535748,43.69008387,0.240875921,4,-0.477188827
162619,20075127,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34165898,43.6911466,0.240875921,4,-0.477188827
162619,20075360,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34166292,43.69114929,0.240875921,4,0.030154938
162619,20075466,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34165748,43.69114747,0.240875921,4,-0.219293027
170813,20074407,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.21442944,43.79361479,0.247406726,4,-0.219293027
160568,20075509,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.4112023,43.66513937,0.267784383,4,-0.219293027
159885,20075469,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.4256008,43.66198281,0.277672016,4,-0.219293027
161937,20073817,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34729866,43.67842963,0.279710929,4,-0.170250136
161937,20074325,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.34484963,43.67891155,0.279710929,4,-0.014667686
159888,20075161,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.38317263,43.65324157,0.279940758,4,-0.014667686
161248,20075148,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.43562605,43.67953736,0.313786593,4,-0.494143477
164656,20074628,2007,Avian,Pigeons and Doves,Lice,Ectoparasitic,-79.45609483,43.72046186,0.324296226,4,-0.589906087
166017,20075629,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.48629747,43.74480274,0.084566996,3,-0.010785474
166017,20075630,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.48630158,43.74480376,0.084566996,3,-0.010785474
166017,20075628,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.48630435,43.74480209,0.084566996,3,-0.010785474
163979,20075258,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.39014314,43.70842894,0.093935819,3,-0.010785474
160569,20075348,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.3923746,43.66458258,0.163519051,3,-0.010785474
160569,20075385,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.39411726,43.66871982,0.163519051,3,-0.596922223
158520,20075490,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.43660101,43.64059806,0.225475766,4,0.301482316
158520,20075565,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.43659489,43.64060459,0.225475766,4,0.301482316
162619,20070096,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.34166447,43.69113684,0.240875921,4,0.301482316
162619,20075360,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.34166292,43.69114929,0.240875921,4,0.039649066
161248,20075148,2007,Avian,Pigeons and Doves,Hyppoboscid Flies,Fungal,-79.43562605,43.67953736,0.313786593,4,0.039649066
167385,20072165,2007,Avian,Pigeons and Doves,Strongyles,Nematode,-79.4384592,43.75549868,-0.117208749,2,-0.449408932
167385,20072164,2007,Avian,Pigeons and Doves,Strongyles,Nematode,-79.43846243,43.75549664,-0.117208749,2,-0.449408932
